label,Text
1,"['theories', 'concerning', 'specificity', 'development', 'control', 'immune', 'system', 'discovery', 'principle', 'production', 'monoclonal', 'antibodies']"
3,"['poetry', 'endowed', 'freshness', 'sensuality', 'rich', 'inventiveness', 'provides', 'liberating', 'image', 'indomitable', 'spirit', 'versatility', 'man']"
2,"['role', 'unifying', 'leader', 'figure', 'nonviolent', 'campaign', 'resolve', 'problem', 'apartheid', 'South', 'Africa']"
14,"['development', 'methodology', 'chemical', 'synthesis', 'solid', 'matrix']"
0,"['decisive', 'contributions', 'large', 'project', 'led', 'discovery', 'field', 'particles', 'W', 'Z', 'communicators', 'weak', 'interaction']"
0,"['decisive', 'contributions', 'large', 'project', 'led', 'discovery', 'field', 'particles', 'W', 'Z', 'communicators', 'weak', 'interaction']"
5,"['made', 'fundamental', 'contributions', 'development', 'systems', 'national', 'accounts', 'hence', 'greatly', 'improved', 'basis', 'empirical', 'economic', 'analysis']"
2,"['spreading', 'authoritative', 'information', 'creating', 'awareness', 'catastrophic', 'consequences', 'nuclear', 'war']"
0,"['discovery', 'quantized', 'Hall', 'effect']"
1,"['discoveries', 'concerning', 'regulation', 'cholesterol', 'metabolism']"
1,"['discoveries', 'concerning', 'regulation', 'cholesterol', 'metabolism']"
14,"['outstanding', 'achievements', 'development', 'direct', 'methods', 'determination', 'crystal', 'structures']"
14,"['outstanding', 'achievements', 'development', 'direct', 'methods', 'determination', 'crystal', 'structures']"
3,"['novel', 'combines', 'poets', 'painters', 'creativeness', 'deepened', 'awareness', 'time', 'depiction', 'human', 'condition']"
5,"['pioneering', 'analyses', 'saving', 'financial', 'markets']"
14,"['contributions', 'concerning', 'dynamics', 'chemical', 'elementary', 'processes']"
14,"['contributions', 'concerning', 'dynamics', 'chemical', 'elementary', 'processes']"
0,"['design', 'scanning', 'tunneling', 'microscope']"
0,"['design', 'scanning', 'tunneling', 'microscope']"
0,"['fundamental', 'work', 'electron', 'optics', 'design', 'first', 'electron', 'microscope']"
14,"['contributions', 'concerning', 'dynamics', 'chemical', 'elementary', 'processes']"
1,"['discoveries', 'growth', 'factors']"
1,"['discoveries', 'growth', 'factors']"
2,"['messenger', 'mankind', 'message', 'one', 'peace', 'atonement', 'dignity']"
3,"['wide', 'cultural', 'perspective', 'poetic', 'overtones', 'fashions', 'drama', 'existence']"
5,"['development', 'contractual', 'constitutional', 'bases', 'theory', 'economic', 'political', 'decisionmaking']"
14,"['development', 'use', 'molecules', 'structurespecific', 'interactions', 'high', 'selectivity']"
3,"['allembracing', 'authorship', 'imbued', 'clarity', 'thought', 'poetic', 'intensity']"
0,"['important', 'breakthrough', 'discovery', 'superconductivity', 'ceramic', 'materials']"
14,"['development', 'use', 'molecules', 'structurespecific', 'interactions', 'high', 'selectivity']"
0,"['important', 'breakthrough', 'discovery', 'superconductivity', 'ceramic', 'materials']"
1,"['discovery', 'genetic', 'principle', 'generation', 'antibody', 'diversity']"
5,"['contributions', 'theory', 'economic', 'growth']"
2,"['work', 'lasting', 'peace', 'Central', 'America']"
14,"['development', 'use', 'molecules', 'structurespecific', 'interactions', 'high', 'selectivity']"
2,"['preventing', 'armed', 'clashes', 'creating', 'conditions', 'negotiations']"
0,"['neutrino', 'beam', 'method', 'demonstration', 'doublet', 'structure', 'leptons', 'discovery', 'muon', 'neutrino']"
0,"['neutrino', 'beam', 'method', 'demonstration', 'doublet', 'structure', 'leptons', 'discovery', 'muon', 'neutrino']"
0,"['neutrino', 'beam', 'method', 'demonstration', 'doublet', 'structure', 'leptons', 'discovery', 'muon', 'neutrino']"
1,"['discoveries', 'important', 'principles', 'drug', 'treatment']"
14,"['determination', 'threedimensional', 'structure', 'photosynthetic', 'reaction', 'centre']"
14,"['determination', 'threedimensional', 'structure', 'photosynthetic', 'reaction', 'centre']"
14,"['determination', 'threedimensional', 'structure', 'photosynthetic', 'reaction', 'centre']"
3,"['works', 'rich', 'nuance', 'clearsightedly', 'realistic', 'evocatively', 'ambiguous', 'formed', 'Arabian', 'narrative', 'art', 'applies', 'mankind']"
1,"['discoveries', 'important', 'principles', 'drug', 'treatment']"
1,"['discoveries', 'important', 'principles', 'drug', 'treatment']"
5,"['pioneering', 'contributions', 'theory', 'markets', 'efficient', 'utilization', 'resources']"
14,"['discovery', 'catalytic', 'properties', 'RNA']"
14,"['discovery', 'catalytic', 'properties', 'RNA']"
0,"['development', 'ion', 'trap', 'technique']"
0,"['invention', 'separated', 'oscillatory', 'fields', 'method', 'use', 'hydrogen', 'maser', 'atomic', 'clocks']"
1,"['discovery', 'cellular', 'origin', 'retroviral', 'oncogenes']"
0,"['development', 'ion', 'trap', 'technique']"
5,"['clarification', 'probability', 'theory', 'foundations', 'econometrics', 'analyses', 'simultaneous', 'economic', 'structures']"
3,"['rich', 'intensive', 'prose', 'restrained', 'compassion', 'forms', 'challenging', 'vision', 'mans', 'vulnerability']"
2,"['advocating', 'peaceful', 'solutions', 'based', 'upon', 'tolerance', 'mutual', 'respect', 'order', 'preserve', 'historical', 'cultural', 'heritage', 'people']"
1,"['discovery', 'cellular', 'origin', 'retroviral', 'oncogenes']"
3,"['impassioned', 'writing', 'wide', 'horizons', 'characterized', 'sensuous', 'intelligence', 'humanistic', 'integrity']"
0,"['pioneering', 'investigations', 'concerning', 'deep', 'inelastic', 'scattering', 'electrons', 'protons', 'bound', 'neutrons', 'essential', 'importance', 'development', 'quark', 'model', 'particle', 'physics']"
0,"['pioneering', 'investigations', 'concerning', 'deep', 'inelastic', 'scattering', 'electrons', 'protons', 'bound', 'neutrons', 'essential', 'importance', 'development', 'quark', 'model', 'particle', 'physics']"
0,"['pioneering', 'investigations', 'concerning', 'deep', 'inelastic', 'scattering', 'electrons', 'protons', 'bound', 'neutrons', 'essential', 'importance', 'development', 'quark', 'model', 'particle', 'physics']"
5,"['pioneering', 'work', 'theory', 'financial', 'economics']"
5,"['pioneering', 'work', 'theory', 'financial', 'economics']"
1,"['discoveries', 'concerning', 'organ', 'cell', 'transplantation', 'treatment', 'human', 'disease']"
2,"['leading', 'role', 'played', 'radical', 'changes', 'EastWest', 'relations']"
1,"['discoveries', 'concerning', 'organ', 'cell', 'transplantation', 'treatment', 'human', 'disease']"
5,"['pioneering', 'work', 'theory', 'financial', 'economics']"
14,"['development', 'theory', 'methodology', 'organic', 'synthesis']"
5,"['discovery', 'clarification', 'significance', 'transaction', 'costs', 'property', 'rights', 'institutional', 'structure', 'functioning', 'economy']"
3,"['magnificent', 'epic', 'writing', 'words', 'Alfred', 'Nobel', 'great', 'benefit', 'humanity']"
1,"['discoveries', 'concerning', 'function', 'single', 'ion', 'channels', 'cells']"
0,"['discovering', 'methods', 'developed', 'studying', 'order', 'phenomena', 'simple', 'systems', 'generalized', 'complex', 'forms', 'matter', 'particular', 'liquid', 'crystals', 'polymers']"
2,"['nonviolent', 'struggle', 'democracy', 'human', 'rights']"
1,"['discoveries', 'concerning', 'function', 'single', 'ion', 'channels', 'cells']"
14,"['contributions', 'development', 'methodology', 'high', 'resolution', 'nuclear', 'magnetic', 'resonance', 'NMR', 'spectroscopy']"
3,"['poetic', 'oeuvre', 'great', 'luminosity', 'sustained', 'historical', 'vision', 'outcome', 'multicultural', 'commitment']"
1,"['discoveries', 'concerning', 'reversible', 'protein', 'phosphorylation', 'biological', 'regulatory', 'mechanism']"
14,"['contributions', 'theory', 'electron', 'transfer', 'reactions', 'chemical', 'systems']"
5,"['extended', 'domain', 'microeconomic', 'analysis', 'wide', 'range', 'human', 'behaviour', 'interaction', 'including', 'nonmarket', 'behaviour']"
2,"['struggle', 'social', 'justice', 'ethnocultural', 'reconciliation', 'based', 'respect', 'rights', 'indigenous', 'peoples']"
0,"['invention', 'development', 'particle', 'detectors', 'particular', 'multiwire', 'proportional', 'chamber']"
1,"['discoveries', 'concerning', 'reversible', 'protein', 'phosphorylation', 'biological', 'regulatory', 'mechanism']"
0,"['discovery', 'new', 'type', 'pulsar', 'discovery', 'opened', 'new', 'possibilities', 'study', 'gravitation']"
0,"['discovery', 'new', 'type', 'pulsar', 'discovery', 'opened', 'new', 'possibilities', 'study', 'gravitation']"
3,"['novels', 'characterized', 'visionary', 'force', 'poetic', 'import', 'gives', 'life', 'essential', 'aspect', 'American', 'reality']"
5,"['renewed', 'research', 'economic', 'history', 'applying', 'economic', 'theory', 'quantitative', 'methods', 'order', 'explain', 'economic', 'institutional', 'change']"
14,"['fundamental', 'contributions', 'establishment', 'oligonucleotidebased', 'sitedirected', 'mutagenesis', 'development', 'protein', 'studies']"
1,"['discoveries', 'split', 'genes']"
1,"['discoveries', 'split', 'genes']"
14,"['invention', 'polymerase', 'chain', 'reaction', 'PCR', 'method']"
2,"['work', 'peaceful', 'termination', 'apartheid', 'regime', 'laying', 'foundations', 'new', 'democratic', 'South', 'Africa']"
5,"['renewed', 'research', 'economic', 'history', 'applying', 'economic', 'theory', 'quantitative', 'methods', 'order', 'explain', 'economic', 'institutional', 'change']"
2,"['work', 'peaceful', 'termination', 'apartheid', 'regime', 'laying', 'foundations', 'new', 'democratic', 'South', 'Africa']"
1,"['discovery', 'Gproteins', 'role', 'proteins', 'signal', 'transduction', 'cells']"
1,"['discovery', 'Gproteins', 'role', 'proteins', 'signal', 'transduction', 'cells']"
14,"['contribution', 'carbocation', 'chemistry']"
0,"['development', 'neutron', 'spectroscopy']"
0,"['development', 'neutron', 'diffraction', 'technique']"
3,"['poetic', 'force', 'creates', 'imagined', 'world', 'life', 'myth', 'condense', 'form', 'disconcerting', 'picture', 'human', 'predicament', 'today']"
2,"['efforts', 'create', 'peace', 'Middle', 'East']"
2,"['efforts', 'create', 'peace', 'Middle', 'East']"
2,"['efforts', 'create', 'peace', 'Middle', 'East']"
5,"['pioneering', 'analysis', 'equilibria', 'theory', 'noncooperative', 'games']"
5,"['pioneering', 'analysis', 'equilibria', 'theory', 'noncooperative', 'games']"
5,"['pioneering', 'analysis', 'equilibria', 'theory', 'noncooperative', 'games']"
0,"['detection', 'neutrino']"
1,"['discoveries', 'concerning', 'genetic', 'control', 'early', 'embryonic', 'development']"
14,"['work', 'atmospheric', 'chemistry', 'particularly', 'concerning', 'formation', 'decomposition', 'ozone']"
14,"['work', 'atmospheric', 'chemistry', 'particularly', 'concerning', 'formation', 'decomposition', 'ozone']"
5,"['developed', 'applied', 'hypothesis', 'rational', 'expectations', 'thereby', 'transformed', 'macroeconomic', 'analysis', 'deepened', 'understanding', 'economic', 'policy']"
3,"['works', 'lyrical', 'beauty', 'ethical', 'depth', 'exalt', 'everyday', 'miracles', 'living', 'past']"
14,"['work', 'atmospheric', 'chemistry', 'particularly', 'concerning', 'formation', 'decomposition', 'ozone']"
1,"['discoveries', 'concerning', 'genetic', 'control', 'early', 'embryonic', 'development']"
2,"['efforts', 'diminish', 'part', 'played', 'nuclear', 'arms', 'international', 'politics', 'longer', 'run', 'eliminate', 'arms']"
2,"['efforts', 'diminish', 'part', 'played', 'nuclear', 'arms', 'international', 'politics', 'longer', 'run', 'eliminate', 'arms']"
0,"['discovery', 'tau', 'lepton']"
1,"['discoveries', 'concerning', 'genetic', 'control', 'early', 'embryonic', 'development']"
0,"['discovery', 'superfluidity', 'helium3']"
0,"['discovery', 'superfluidity', 'helium3']"
0,"['discovery', 'superfluidity', 'helium3']"
1,"['discoveries', 'concerning', 'specificity', 'cell', 'mediated', 'immune', 'defence']"
1,"['discoveries', 'concerning', 'specificity', 'cell', 'mediated', 'immune', 'defence']"
14,"['discovery', 'fullerenes']"
3,"['poetry', 'ironic', 'precision', 'allows', 'historical', 'biological', 'context', 'come', 'light', 'fragments', 'human', 'reality']"
2,"['work', 'towards', 'peaceful', 'solution', 'conflict', 'East', 'Timor']"
2,"['work', 'towards', 'peaceful', 'solution', 'conflict', 'East', 'Timor']"
14,"['discovery', 'fullerenes']"
5,"['fundamental', 'contributions', 'economic', 'theory', 'incentives', 'asymmetric', 'information']"
14,"['discovery', 'fullerenes']"
5,"['fundamental', 'contributions', 'economic', 'theory', 'incentives', 'asymmetric', 'information']"
3,"['emulates', 'jesters', 'Middle', 'Ages', 'scourging', 'authority', 'upholding', 'dignity', 'downtrodden']"
14,"['elucidation', 'enzymatic', 'mechanism', 'underlying', 'synthesis', 'adenosine', 'triphosphate', 'ATP']"
14,"['first', 'discovery', 'iontransporting', 'enzyme', 'Na', 'K', 'ATPase']"
5,"['new', 'method', 'determine', 'value', 'derivatives']"
1,"['discovery', 'Prions', 'new', 'biological', 'principle', 'infection']"
0,"['development', 'methods', 'cool', 'trap', 'atoms', 'laser', 'light']"
5,"['new', 'method', 'determine', 'value', 'derivatives']"
0,"['development', 'methods', 'cool', 'trap', 'atoms', 'laser', 'light']"
0,"['development', 'methods', 'cool', 'trap', 'atoms', 'laser', 'light']"
2,"['work', 'banning', 'clearing', 'antipersonnel', 'mines']"
2,"['work', 'banning', 'clearing', 'antipersonnel', 'mines']"
14,"['elucidation', 'enzymatic', 'mechanism', 'underlying', 'synthesis', 'adenosine', 'triphosphate', 'ATP']"
5,"['contributions', 'welfare', 'economics']"
0,"['discovery', 'new', 'form', 'quantum', 'fluid', 'fractionally', 'charged', 'excitations']"
3,"['parables', 'sustained', 'imagination', 'compassion', 'irony', 'continually', 'enables', 'us', 'apprehend', 'elusory', 'reality']"
0,"['discovery', 'new', 'form', 'quantum', 'fluid', 'fractionally', 'charged', 'excitations']"
14,"['development', 'densityfunctional', 'theory']"
1,"['discoveries', 'concerning', 'nitric', 'oxide', 'signalling', 'molecule', 'cardiovascular', 'system']"
1,"['discoveries', 'concerning', 'nitric', 'oxide', 'signalling', 'molecule', 'cardiovascular', 'system']"
1,"['discoveries', 'concerning', 'nitric', 'oxide', 'signalling', 'molecule', 'cardiovascular', 'system']"
14,"['development', 'computational', 'methods', 'quantum', 'chemistry']"
2,"['efforts', 'find', 'peaceful', 'solution', 'conflict', 'Northern', 'Ireland']"
2,"['efforts', 'find', 'peaceful', 'solution', 'conflict', 'Northern', 'Ireland']"
0,"['discovery', 'new', 'form', 'quantum', 'fluid', 'fractionally', 'charged', 'excitations']"
3,"['whose', 'frolicsome', 'black', 'fables', 'portray', 'forgotten', 'face', 'history']"
14,"['studies', 'transition', 'states', 'chemical', 'reactions', 'using', 'femtosecond', 'spectroscopy']"
2,"['recognition', 'organisations', 'pioneering', 'humanitarian', 'work', 'several', 'continents']"
0,"['elucidating', 'quantum', 'structure', 'electroweak', 'interactions', 'physics']"
0,"['elucidating', 'quantum', 'structure', 'electroweak', 'interactions', 'physics']"
5,"['analysis', 'monetary', 'fiscal', 'policy', 'different', 'exchange', 'rate', 'regimes', 'analysis', 'optimum', 'currency', 'areas']"
1,"['discovery', 'proteins', 'intrinsic', 'signals', 'govern', 'transport', 'localization', 'cell']"
14,"['discovery', 'development', 'conductive', 'polymers']"
3,"['œuvre', 'universal', 'validity', 'bitter', 'insights', 'linguistic', 'ingenuity', 'opened', 'new', 'paths', 'Chinese', 'novel', 'drama']"
5,"['development', 'theory', 'methods', 'analyzing', 'discrete', 'choice']"
5,"['development', 'theory', 'methods', 'analyzing', 'selective', 'samples']"
14,"['discovery', 'development', 'conductive', 'polymers']"
14,"['discovery', 'development', 'conductive', 'polymers']"
1,"['discoveries', 'concerning', 'signal', 'transduction', 'nervous', 'system']"
0,"['developing', 'semiconductor', 'heterostructures', 'used', 'highspeed', 'optoelectronics']"
0,"['developing', 'semiconductor', 'heterostructures', 'used', 'highspeed', 'optoelectronics']"
2,"['work', 'democracy', 'human', 'rights', 'South', 'Korea', 'East', 'Asia', 'general', 'peace', 'reconciliation', 'North', 'Korea', 'particular']"
1,"['discoveries', 'concerning', 'signal', 'transduction', 'nervous', 'system']"
1,"['discoveries', 'concerning', 'signal', 'transduction', 'nervous', 'system']"
0,"['part', 'invention', 'integrated', 'circuit']"
5,"['analyses', 'markets', 'asymmetric', 'information']"
2,"['work', 'better', 'organized', 'peaceful', 'world']"
2,"['work', 'better', 'organized', 'peaceful', 'world']"
3,"['united', 'perceptive', 'narrative', 'incorruptible', 'scrutiny', 'works', 'compel', 'us', 'see', 'presence', 'suppressed', 'histories']"
5,"['analyses', 'markets', 'asymmetric', 'information']"
5,"['analyses', 'markets', 'asymmetric', 'information']"
14,"['work', 'chirally', 'catalysed', 'oxidation', 'reactions']"
14,"['work', 'chirally', 'catalysed', 'oxidation', 'reactions']"
14,"['work', 'chirally', 'catalysed', 'hydrogenation', 'reactions']"
14,"['work', 'chirally', 'catalysed', 'hydrogenation', 'reactions']"
0,"['achievement', 'BoseEinstein', 'condensation', 'dilute', 'gases', 'alkali', 'atoms', 'early', 'fundamental', 'studies', 'properties', 'condensates']"
0,"['achievement', 'BoseEinstein', 'condensation', 'dilute', 'gases', 'alkali', 'atoms', 'early', 'fundamental', 'studies', 'properties', 'condensates']"
0,"['achievement', 'BoseEinstein', 'condensation', 'dilute', 'gases', 'alkali', 'atoms', 'early', 'fundamental', 'studies', 'properties', 'condensates']"
1,"['discoveries', 'key', 'regulators', 'cell', 'cycle']"
1,"['discoveries', 'key', 'regulators', 'cell', 'cycle']"
1,"['discoveries', 'key', 'regulators', 'cell', 'cycle']"
2,"['decades', 'untiring', 'effort', 'find', 'peaceful', 'solutions', 'international', 'conflicts', 'advance', 'democracy', 'human', 'rights', 'promote', 'economic', 'social', 'development']"
3,"['writing', 'upholds', 'fragile', 'experience', 'individual', 'barbaric', 'arbitrariness', 'history']"
5,"['integrated', 'insights', 'psychological', 'research', 'economic', 'science', 'especially', 'concerning', 'human', 'judgment', 'decisionmaking', 'uncertainty']"
14,"['development', 'nuclear', 'magnetic', 'resonance', 'spectroscopy', 'determining', 'threedimensional', 'structure', 'biological', 'macromolecules', 'solution']"
14,"['development', 'soft', 'desorption', 'ionisation', 'methods', 'mass', 'spectrometric', 'analyses', 'biological', 'macromolecules']"
14,"['development', 'soft', 'desorption', 'ionisation', 'methods', 'mass', 'spectrometric', 'analyses', 'biological', 'macromolecules']"
5,"['established', 'laboratory', 'experiments', 'tool', 'empirical', 'economic', 'analysis', 'especially', 'study', 'alternative', 'market', 'mechanisms']"
0,"['pioneering', 'contributions', 'astrophysics', 'particular', 'detection', 'cosmic', 'neutrinos']"
0,"['pioneering', 'contributions', 'astrophysics', 'particular', 'detection', 'cosmic', 'neutrinos']"
1,"['discoveries', 'concerning', 'genetic', 'regulation', 'organ', 'development', 'programmed', 'cell', 'death']"
1,"['discoveries', 'concerning', 'genetic', 'regulation', 'organ', 'development', 'programmed', 'cell', 'death']"
1,"['discoveries', 'concerning', 'genetic', 'regulation', 'organ', 'development', 'programmed', 'cell', 'death']"
0,"['pioneering', 'contributions', 'astrophysics', 'led', 'discovery', 'cosmic', 'Xray', 'sources']"
2,"['efforts', 'democracy', 'human', 'rights', 'focused', 'especially', 'struggle', 'rights', 'women', 'children']"
5,"['methods', 'analyzing', 'economic', 'time', 'series', 'common', 'trends', 'cointegration']"
5,"['methods', 'analyzing', 'economic', 'time', 'series', 'timevarying', 'volatility', 'ARCH']"
14,"['structural', 'mechanistic', 'studies', 'ion', 'channels']"
14,"['discovery', 'water', 'channels']"
0,"['pioneering', 'contributions', 'theory', 'superconductors', 'superfluids']"
0,"['pioneering', 'contributions', 'theory', 'superconductors', 'superfluids']"
1,"['discoveries', 'concerning', 'magnetic', 'resonance', 'imaging']"
1,"['discoveries', 'concerning', 'magnetic', 'resonance', 'imaging']"
3,"['innumerable', 'guises', 'portrays', 'surprising', 'involvement', 'outsider']"
0,"['pioneering', 'contributions', 'theory', 'superconductors', 'superfluids']"
5,"['contributions', 'dynamic', 'macroeconomics', 'time', 'consistency', 'economic', 'policy', 'driving', 'forces', 'behind', 'business', 'cycles']"
14,"['discovery', 'ubiquitinmediated', 'protein', 'degradation']"
5,"['contributions', 'dynamic', 'macroeconomics', 'time', 'consistency', 'economic', 'policy', 'driving', 'forces', 'behind', 'business', 'cycles']"
2,"['contribution', 'sustainable', 'development', 'democracy', 'peace']"
3,"['musical', 'flow', 'voices', 'countervoices', 'novels', 'plays', 'extraordinary', 'linguistic', 'zeal', 'reveal', 'absurdity', 'societys', 'clicheacutes', 'subjugating', 'power']"
14,"['discovery', 'ubiquitinmediated', 'protein', 'degradation']"
0,"['discovery', 'asymptotic', 'freedom', 'theory', 'strong', 'interaction']"
0,"['discovery', 'asymptotic', 'freedom', 'theory', 'strong', 'interaction']"
0,"['discovery', 'asymptotic', 'freedom', 'theory', 'strong', 'interaction']"
1,"['discoveries', 'odorant', 'receptors', 'organization', 'olfactory', 'system']"
1,"['discoveries', 'odorant', 'receptors', 'organization', 'olfactory', 'system']"
14,"['discovery', 'ubiquitinmediated', 'protein', 'degradation']"
3,"['plays', 'uncovers', 'precipice', 'everyday', 'prattle', 'forces', 'entry', 'oppressions', 'closed', 'rooms']"
5,"['enhanced', 'understanding', 'conflict', 'cooperation', 'gametheory', 'analysis']"
2,"['efforts', 'prevent', 'nuclear', 'energy', 'used', 'military', 'purposes', 'ensure', 'nuclear', 'energy', 'peaceful', 'purposes', 'used', 'safest', 'possible', 'way']"
2,"['efforts', 'prevent', 'nuclear', 'energy', 'used', 'military', 'purposes', 'ensure', 'nuclear', 'energy', 'peaceful', 'purposes', 'used', 'safest', 'possible', 'way']"
14,"['development', 'metathesis', 'method', 'organic', 'synthesis']"
14,"['development', 'metathesis', 'method', 'organic', 'synthesis']"
5,"['enhanced', 'understanding', 'conflict', 'cooperation', 'gametheory', 'analysis']"
0,"['contributions', 'development', 'laserbased', 'precision', 'spectroscopy', 'including', 'optical', 'frequency', 'comb', 'technique']"
0,"['contributions', 'development', 'laserbased', 'precision', 'spectroscopy', 'including', 'optical', 'frequency', 'comb', 'technique']"
0,"['contribution', 'quantum', 'theory', 'optical', 'coherence']"
1,"['discovery', 'bacterium', 'iHelicobacter', 'pylorii', 'role', 'gastritis', 'peptic', 'ulcer', 'disease']"
1,"['discovery', 'bacterium', 'iHelicobacter', 'pylorii', 'role', 'gastritis', 'peptic', 'ulcer', 'disease']"
14,"['development', 'metathesis', 'method', 'organic', 'synthesis']"
2,"['efforts', 'create', 'economic', 'social', 'development']"
2,"['efforts', 'create', 'economic', 'social', 'development']"
3,"['quest', 'melancholic', 'soul', 'native', 'city', 'discovered', 'new', 'symbols', 'clash', 'interlacing', 'cultures']"
5,"['analysis', 'intertemporal', 'tradeoffs', 'macroeconomic', 'policy']"
14,"['studies', 'molecular', 'basis', 'eukaryotic', 'transcription']"
0,"['discovery', 'blackbody', 'form', 'anisotropy', 'cosmic', 'microwave', 'background', 'radiation']"
1,"['discovery', 'RNA', 'interference', 'gene', 'silencing', 'doublestranded', 'RNA']"
1,"['discovery', 'RNA', 'interference', 'gene', 'silencing', 'doublestranded', 'RNA']"
0,"['discovery', 'blackbody', 'form', 'anisotropy', 'cosmic', 'microwave', 'background', 'radiation']"
5,"['laid', 'foundations', 'mechanism', 'design', 'theory']"
5,"['laid', 'foundations', 'mechanism', 'design', 'theory']"
5,"['laid', 'foundations', 'mechanism', 'design', 'theory']"
2,"['efforts', 'build', 'disseminate', 'greater', 'knowledge', 'manmade', 'climate', 'change', 'lay', 'foundations', 'measures', 'needed', 'counteract', 'change']"
2,"['efforts', 'build', 'disseminate', 'greater', 'knowledge', 'manmade', 'climate', 'change', 'lay', 'foundations', 'measures', 'needed', 'counteract', 'change']"
14,"['studies', 'chemical', 'processes', 'solid', 'surfaces']"
3,"['epicist', 'female', 'experience', 'scepticism', 'fire', 'visionary', 'power', 'subjected', 'divided', 'civilisation', 'scrutiny']"
0,"['discovery', 'Giant', 'Magnetoresistance']"
1,"['discoveries', 'principles', 'introducing', 'specific', 'gene', 'modifications', 'mice', 'use', 'embryonic', 'stem', 'cells']"
1,"['discoveries', 'principles', 'introducing', 'specific', 'gene', 'modifications', 'mice', 'use', 'embryonic', 'stem', 'cells']"
1,"['discoveries', 'principles', 'introducing', 'specific', 'gene', 'modifications', 'mice', 'use', 'embryonic', 'stem', 'cells']"
0,"['discovery', 'Giant', 'Magnetoresistance']"
2,"['important', 'efforts', 'several', 'continents', 'three', 'decades', 'resolve', 'international', 'conflicts']"
3,"['author', 'new', 'departures', 'poetic', 'adventure', 'sensual', 'ecstasy', 'explorer', 'humanity', 'beyond', 'reigning', 'civilization']"
14,"['discovery', 'development', 'green', 'fluorescent', 'protein', 'GFP']"
14,"['discovery', 'development', 'green', 'fluorescent', 'protein', 'GFP']"
14,"['discovery', 'development', 'green', 'fluorescent', 'protein', 'GFP']"
0,"['discovery', 'origin', 'broken', 'symmetry', 'predicts', 'existence', 'least', 'three', 'families', 'quarks', 'nature']"
5,"['analysis', 'trade', 'patterns', 'location', 'economic', 'activity']"
0,"['discovery', 'mechanism', 'spontaneous', 'broken', 'symmetry', 'subatomic', 'physics']"
1,"['discovery', 'human', 'immunodeficiency', 'virus']"
1,"['discovery', 'human', 'immunodeficiency', 'virus']"
1,"['discovery', 'human', 'papilloma', 'viruses', 'causing', 'cervical', 'cancer']"
0,"['discovery', 'origin', 'broken', 'symmetry', 'predicts', 'existence', 'least', 'three', 'families', 'quarks', 'nature']"
5,"['analysis', 'economic', 'governance', 'especially', 'boundaries', 'firm']"
5,"['analysis', 'economic', 'governance', 'especially', 'commons']"
2,"['extraordinary', 'efforts', 'strengthen', 'international', 'diplomacy', 'cooperation', 'peoples']"
3,"['concentration', 'poetry', 'frankness', 'prose', 'depicts', 'landscape', 'dispossessed']"
14,"['studies', 'structure', 'function', 'ribosome']"
14,"['studies', 'structure', 'function', 'ribosome']"
14,"['studies', 'structure', 'function', 'ribosome']"
0,"['invention', 'imaging', 'semiconductor', 'circuit', 'CCD', 'sensor']"
0,"['groundbreaking', 'achievements', 'concerning', 'transmission', 'light', 'fibers', 'optical', 'communication']"
1,"['discovery', 'chromosomes', 'protected', 'telomeres', 'enzyme', 'telomerase']"
1,"['discovery', 'chromosomes', 'protected', 'telomeres', 'enzyme', 'telomerase']"
1,"['discovery', 'chromosomes', 'protected', 'telomeres', 'enzyme', 'telomerase']"
0,"['invention', 'imaging', 'semiconductor', 'circuit', 'CCD', 'sensor']"
5,"['analysis', 'markets', 'search', 'frictions']"
3,"['cartography', 'structures', 'power', 'trenchant', 'images', 'individuals', 'resistance', 'revolt', 'defeat']"
5,"['analysis', 'markets', 'search', 'frictions']"
2,"['long', 'nonviolent', 'struggle', 'fundamental', 'human', 'rights', 'China']"
14,"['palladiumcatalyzed', 'cross', 'couplings', 'organic', 'synthesis']"
5,"['analysis', 'markets', 'search', 'frictions']"
14,"['palladiumcatalyzed', 'cross', 'couplings', 'organic', 'synthesis']"
0,"['groundbreaking', 'experiments', 'regarding', 'twodimensional', 'material', 'graphene']"
0,"['groundbreaking', 'experiments', 'regarding', 'twodimensional', 'material', 'graphene']"
1,"['development', 'vitro', 'fertilization']"
14,"['palladiumcatalyzed', 'cross', 'couplings', 'organic', 'synthesis']"
5,"['empirical', 'research', 'cause', 'effect', 'macroeconomy']"
2,"['nonviolent', 'struggle', 'safety', 'women', 'womens', 'rights', 'full', 'participation', 'peacebuilding', 'work']"
2,"['nonviolent', 'struggle', 'safety', 'women', 'womens', 'rights', 'full', 'participation', 'peacebuilding', 'work']"
2,"['nonviolent', 'struggle', 'safety', 'women', 'womens', 'rights', 'full', 'participation', 'peacebuilding', 'work']"
3,"['condensed', 'translucent', 'images', 'gives', 'us', 'fresh', 'access', 'reality']"
14,"['discovery', 'quasicrystals']"
5,"['empirical', 'research', 'cause', 'effect', 'macroeconomy']"
0,"['discovery', 'accelerating', 'expansion', 'Universe', 'observations', 'distant', 'supernovae']"
0,"['discovery', 'accelerating', 'expansion', 'Universe', 'observations', 'distant', 'supernovae']"
1,"['discovery', 'dendritic', 'cell', 'role', 'adaptive', 'immunity']"
