Year_x,Laureate_Id_x,Firstname,Lastname,Category_x,Prize_Share_x,Motivation_x,Year_y,Laureate_Id_y,Category_y,Prize_Share_y,Motivation_y
1980,222,Frederick,Sanger,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",1958,222,chemistry,1,"""for his work on the structure of proteins especially that of insulin"""
1980,222,Frederick,Sanger,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",1980,222,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids"""
1980,420,Jean,Dausset,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1980,420,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"""
1980,419,Baruj,Benacerraf,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1980,419,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"""
1980,694,Lawrence R.,Klein,economics,1,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",1980,694,economics,1,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies"""
1980,254,Paul,Berg,chemistry,2,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",1980,254,chemistry,2,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA"""
1980,541,Adolfo,Pérez Esquivel,peace,1,"""for being a source of inspiration to repressed people especially in Latin America""",1980,541,peace,1,"""for being a source of inspiration to repressed people especially in Latin America"""
1980,255,Walter,Gilbert,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",1980,255,chemistry,4,"""for their contributions concerning the determination of base sequences in nucleic acids"""
1980,117,Val,Fitch,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1980,117,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"""
1980,116,James,Cronin,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1980,116,physics,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"""
1980,657,Czeslaw,Milosz,literature,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",1980,657,literature,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts"""
1980,421,George D.,Snell,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1980,421,medicine,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"""
1981,695,James,Tobin,economics,1,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",1981,695,economics,1,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices"""
1981,658,Elias,Canetti,literature,1,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",1981,658,literature,1,"""for writings marked by a broad outlook a wealth of ideas and artistic power"""
1981,423,David H.,Hubel,medicine,4,"""for their discoveries concerning information processing in the visual system""",1981,423,medicine,4,"""for their discoveries concerning information processing in the visual system"""
1981,118,Nicolaas,Bloembergen,physics,4,"""for their contribution to the development of laser spectroscopy""",1981,118,physics,4,"""for their contribution to the development of laser spectroscopy"""
1981,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for promoting the fundamental rights of refugees""",1954,515,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world"""
1981,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for promoting the fundamental rights of refugees""",1981,515,peace,1,"""for promoting the fundamental rights of refugees"""
1981,422,Roger W.,Sperry,medicine,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",1981,422,medicine,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres"""
1981,257,Kenichi,Fukui,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",1981,257,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions"""
1981,258,Roald,Hoffmann,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions""",1981,258,chemistry,2,"""for their theories developed independently concerning the course of chemical reactions"""
1981,424,Torsten N.,Wiesel,medicine,4,"""for their discoveries concerning information processing in the visual system""",1981,424,medicine,4,"""for their discoveries concerning information processing in the visual system"""
1981,119,Arthur L.,Schawlow,physics,4,"""for their contribution to the development of laser spectroscopy""",1981,119,physics,4,"""for their contribution to the development of laser spectroscopy"""
1981,120,Kai M.,Siegbahn,physics,2,"""for his contribution to the development of high-resolution electron spectroscopy""",1981,120,physics,2,"""for his contribution to the development of high-resolution electron spectroscopy"""
1982,696,George J.,Stigler,economics,1,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",1982,696,economics,1,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation"""
1982,543,Alva,Myrdal,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",1982,543,peace,2,"""for their work for disarmament and nuclear and weapon-free zones"""
1982,659,Gabriel,García Márquez,literature,1,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",1982,659,literature,1,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts"""
1982,427,John R.,Vane,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",1982,427,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances"""
1982,259,Aaron,Klug,chemistry,1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1982,259,chemistry,1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes"""
1982,425,Sune K.,Bergström,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",1982,425,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances"""
1982,121,Kenneth G.,Wilson,physics,1,"""for his theory for critical phenomena in connection with phase transitions""",1982,121,physics,1,"""for his theory for critical phenomena in connection with phase transitions"""
1982,544,Alfonso,García Robles,peace,2,"""for their work for disarmament and nuclear and weapon-free zones""",1982,544,peace,2,"""for their work for disarmament and nuclear and weapon-free zones"""
1982,426,Bengt I.,Samuelsson,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",1982,426,medicine,3,"""for their discoveries concerning prostaglandins and related biologically active substances"""
1983,545,Lech,Walesa,peace,1,"""for non-violent struggle for free trade unions and human rights in Poland""",1983,545,peace,1,"""for non-violent struggle for free trade unions and human rights in Poland"""
1983,260,Henry,Taube,chemistry,1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",1983,260,chemistry,1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes"""
1983,428,Barbara,McClintock,medicine,1,"""for her discovery of mobile genetic elements""",1983,428,medicine,1,"""for her discovery of mobile genetic elements"""
1983,697,Gerard,Debreu,economics,1,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",1983,697,economics,1,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium"""
1983,660,William,Golding,literature,1,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",1983,660,literature,1,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today"""
1983,123,William A.,Fowler,physics,2,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1983,123,physics,2,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe"""
1983,122,Subramanyan,Chandrasekhar,physics,2,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",1983,122,physics,2,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars"""
1984,429,Niels K.,Jerne,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1984,429,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"""
1984,430,Georges J.F.,Köhler,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1984,430,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"""
1984,431,César,Milstein,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1984,431,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"""
1984,661,Jaroslav,Seifert,literature,1,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1984,661,literature,1,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man"""
1984,546,Desmond,Tutu,peace,1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",1984,546,peace,1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa"""
1984,261,Bruce,Merrifield,chemistry,1,"""for his development of methodology for chemical synthesis on a solid matrix""",1984,261,chemistry,1,"""for his development of methodology for chemical synthesis on a solid matrix"""
1984,125,Simon,van der Meer,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",1984,125,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction"""
1984,124,Carlo,Rubbia,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",1984,124,physics,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction"""
1984,698,Richard,Stone,economics,1,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1984,698,economics,1,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis"""
1985,547,International Physicians for the Prevention of Nuclear War,,peace,1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",1985,547,peace,1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war"""
1985,126,Klaus,von Klitzing,physics,1,"""for the discovery of the quantized Hall effect""",1985,126,physics,1,"""for the discovery of the quantized Hall effect"""
1985,433,Joseph L.,Goldstein,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",1985,433,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism"""
1985,432,Michael S.,Brown,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",1985,432,medicine,2,"""for their discoveries concerning the regulation of cholesterol metabolism"""
1985,262,Herbert A.,Hauptman,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1985,262,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures"""
1985,263,Jerome,Karle,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1985,263,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures"""
1985,662,Claude,Simon,literature,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",1985,662,literature,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition"""
1985,699,Franco,Modigliani,economics,1,"""for his pioneering analyses of saving and of financial markets""",1985,699,economics,1,"""for his pioneering analyses of saving and of financial markets"""
1986,264,Dudley R.,Herschbach,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",1986,264,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes"""
1986,266,John C.,Polanyi,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",1986,266,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes"""
1986,128,Gerd,Binnig,physics,4,"""for their design of the scanning tunneling microscope""",1986,128,physics,4,"""for their design of the scanning tunneling microscope"""
1986,129,Heinrich,Rohrer,physics,4,"""for their design of the scanning tunneling microscope""",1986,129,physics,4,"""for their design of the scanning tunneling microscope"""
1986,127,Ernst,Ruska,physics,2,"""for his fundamental work in electron optics and for the design of the first electron microscope""",1986,127,physics,2,"""for his fundamental work in electron optics and for the design of the first electron microscope"""
1986,265,Yuan T.,Lee,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes""",1986,265,chemistry,3,"""for their contributions concerning the dynamics of chemical elementary processes"""
1986,435,Rita,Levi-Montalcini,medicine,2,"""for their discoveries of growth factors""",1986,435,medicine,2,"""for their discoveries of growth factors"""
1986,434,Stanley,Cohen,medicine,2,"""for their discoveries of growth factors""",1986,434,medicine,2,"""for their discoveries of growth factors"""
1986,548,Elie,Wiesel,peace,1,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",1986,548,peace,1,"""for being a messenger to mankind: his message is one of peace atonement and dignity"""
1986,663,Wole,Soyinka,literature,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",1986,663,literature,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence"""
1986,700,James M.,Buchanan Jr.,economics,1,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1986,700,economics,1,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making"""
1987,269,Charles J.,Pedersen,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1987,269,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity"""
1987,664,Joseph,Brodsky,literature,1,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",1987,664,literature,1,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity"""
1987,131,K. Alex,Müller,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1987,131,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials"""
1987,268,Jean-Marie,Lehn,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1987,268,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity"""
1987,130,J. Georg,Bednorz,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1987,130,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials"""
1987,436,Susumu,Tonegawa,medicine,1,"""for his discovery of the genetic principle for generation of antibody diversity""",1987,436,medicine,1,"""for his discovery of the genetic principle for generation of antibody diversity"""
1987,701,Robert M.,Solow,economics,1,"""for his contributions to the theory of economic growth""",1987,701,economics,1,"""for his contributions to the theory of economic growth"""
1987,549,Oscar,Arias Sánchez,peace,1,"""for his work for lasting peace in Central America""",1987,549,peace,1,"""for his work for lasting peace in Central America"""
1987,267,Donald J.,Cram,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1987,267,chemistry,3,"""for their development and use of molecules with structure-specific interactions of high selectivity"""
1988,550,United Nations Peacekeeping Forces,,peace,1,"""for preventing armed clashes and creating conditions for negotiations""",1988,550,peace,1,"""for preventing armed clashes and creating conditions for negotiations"""
1988,134,Jack,Steinberger,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1988,134,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"""
1988,133,Melvin,Schwartz,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1988,133,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"""
1988,132,Leon M.,Lederman,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1988,132,physics,3,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"""
1988,439,George H.,Hitchings,medicine,3,"""for their discoveries of important principles for drug treatment""",1988,439,medicine,3,"""for their discoveries of important principles for drug treatment"""
1988,272,Hartmut,Michel,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1988,272,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre"""
1988,271,Robert,Huber,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1988,271,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre"""
1988,270,Johann,Deisenhofer,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1988,270,chemistry,3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre"""
1988,665,Naguib,Mahfouz,literature,1,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1988,665,literature,1,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind"""
1988,437,Sir James W.,Black,medicine,3,"""for their discoveries of important principles for drug treatment""",1988,437,medicine,3,"""for their discoveries of important principles for drug treatment"""
1988,438,Gertrude B.,Elion,medicine,3,"""for their discoveries of important principles for drug treatment""",1988,438,medicine,3,"""for their discoveries of important principles for drug treatment"""
1988,702,Maurice,Allais,economics,1,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1988,702,economics,1,"""for his pioneering contributions to the theory of markets and efficient utilization of resources"""
1989,274,Thomas R.,Cech,chemistry,2,"""for their discovery of catalytic properties of RNA""",1989,274,chemistry,2,"""for their discovery of catalytic properties of RNA"""
1989,273,Sidney,Altman,chemistry,2,"""for their discovery of catalytic properties of RNA""",1989,273,chemistry,2,"""for their discovery of catalytic properties of RNA"""
1989,136,Hans G.,Dehmelt,physics,4,"""for the development of the ion trap technique""",1989,136,physics,4,"""for the development of the ion trap technique"""
1989,135,Norman F.,Ramsey,physics,2,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",1989,135,physics,2,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks"""
1989,440,J. Michael,Bishop,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",1989,440,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes"""
1989,137,Wolfgang,Paul,physics,4,"""for the development of the ion trap technique""",1989,137,physics,4,"""for the development of the ion trap technique"""
1989,703,Trygve,Haavelmo,economics,1,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1989,703,economics,1,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures"""
1989,666,Camilo José,Cela,literature,1,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",1989,666,literature,1,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability"""
1989,551,Lhamo,Thondup,peace,1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",1989,551,peace,1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people"""
1989,441,Harold E.,Varmus,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes""",1989,441,medicine,2,"""for their discovery of the cellular origin of retroviral oncogenes"""
1990,667,Octavio,Paz,literature,1,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",1990,667,literature,1,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity"""
1990,140,Richard E.,Taylor,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",1990,140,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics"""
1990,139,Henry W.,Kendall,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",1990,139,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics"""
1990,138,Jerome I.,Friedman,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",1990,138,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics"""
1990,704,Harry M.,Markowitz,economics,3,"""for their pioneering work in the theory of financial economics""",1990,704,economics,3,"""for their pioneering work in the theory of financial economics"""
1990,705,Merton H.,Miller,economics,3,"""for their pioneering work in the theory of financial economics""",1990,705,economics,3,"""for their pioneering work in the theory of financial economics"""
1990,442,Joseph E.,Murray,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1990,442,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease"""
1990,552,Mikhail,Gorbachev,peace,1,"""for the leading role he played in the radical changes in East-West relations""",1990,552,peace,1,"""for the leading role he played in the radical changes in East-West relations"""
1990,443,E. Donnall,Thomas,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1990,443,medicine,2,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease"""
1990,706,William F.,Sharpe,economics,3,"""for their pioneering work in the theory of financial economics""",1990,706,economics,3,"""for their pioneering work in the theory of financial economics"""
1990,275,Elias James,Corey,chemistry,1,"""for his development of the theory and methodology of organic synthesis""",1990,275,chemistry,1,"""for his development of the theory and methodology of organic synthesis"""
1991,707,Ronald H.,Coase,economics,1,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1991,707,economics,1,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy"""
1991,668,Nadine,Gordimer,literature,1,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1991,668,literature,1,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity"""
1991,445,Bert,Sakmann,medicine,2,"""for their discoveries concerning the function of single ion channels in cells""",1991,445,medicine,2,"""for their discoveries concerning the function of single ion channels in cells"""
1991,141,Pierre-Gilles,de Gennes,physics,1,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",1991,141,physics,1,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers"""
1991,553,Aung San Suu Kyi,,peace,1,"""for her non-violent struggle for democracy and human rights""",1991,553,peace,1,"""for her non-violent struggle for democracy and human rights"""
1991,444,Erwin,Neher,medicine,2,"""for their discoveries concerning the function of single ion channels in cells""",1991,444,medicine,2,"""for their discoveries concerning the function of single ion channels in cells"""
1991,276,Richard R.,Ernst,chemistry,1,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1991,276,chemistry,1,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy"""
1992,669,Derek,Walcott,literature,1,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",1992,669,literature,1,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment"""
1992,446,Edmond H.,Fischer,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1992,446,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism"""
1992,277,Rudolph A.,Marcus,chemistry,1,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1992,277,chemistry,1,"""for his contributions to the theory of electron transfer reactions in chemical systems"""
1992,708,Gary,Becker,economics,1,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",1992,708,economics,1,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour"""
1992,554,Rigoberta,Menchú Tum,peace,1,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1992,554,peace,1,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples"""
1992,142,Georges,Charpak,physics,1,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",1992,142,physics,1,"""for his invention and development of particle detectors in particular the multiwire proportional chamber"""
1992,447,Edwin G.,Krebs,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1992,447,medicine,2,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism"""
1993,143,Russell A.,Hulse,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",1993,143,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation"""
1993,144,Joseph H.,Taylor Jr.,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",1993,144,physics,2,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation"""
1993,670,Toni,Morrison,literature,1,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",1993,670,literature,1,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality"""
1993,710,Douglass C.,North,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1993,710,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change"""
1993,279,Michael,Smith,chemistry,2,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",1993,279,chemistry,2,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies"""
1993,449,Phillip A.,Sharp,medicine,2,"""for their discoveries of split genes""",1993,449,medicine,2,"""for their discoveries of split genes"""
1993,448,Richard J.,Roberts,medicine,2,"""for their discoveries of split genes""",1993,448,medicine,2,"""for their discoveries of split genes"""
1993,278,Kary B.,Mullis,chemistry,2,"""for his invention of the polymerase chain reaction (PCR) method""",1993,278,chemistry,2,"""for his invention of the polymerase chain reaction (PCR) method"""
1993,556,F.W.,de Klerk,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",1993,556,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa"""
1993,709,Robert W.,Fogel,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1993,709,economics,2,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change"""
1993,555,Nelson,Mandela,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",1993,555,peace,2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa"""
1994,450,Alfred G.,Gilman,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1994,450,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells"""
1994,451,Martin,Rodbell,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1994,451,medicine,2,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells"""
1994,280,George A.,Olah,chemistry,1,"""for his contribution to carbocation chemistry""",1994,280,chemistry,1,"""for his contribution to carbocation chemistry"""
1994,145,Bertram N.,Brockhouse,physics,2,"""for the development of neutron spectroscopy""",1994,145,physics,2,"""for the development of neutron spectroscopy"""
1994,146,Clifford G.,Shull,physics,2,"""for the development of the neutron diffraction technique""",1994,146,physics,2,"""for the development of the neutron diffraction technique"""
1994,671,Kenzaburo,Oe,literature,1,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",1994,671,literature,1,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today"""
1994,557,Yasser,Arafat,peace,3,"""for their efforts to create peace in the Middle East""",1994,557,peace,3,"""for their efforts to create peace in the Middle East"""
1994,559,Yitzhak,Rabin,peace,3,"""for their efforts to create peace in the Middle East""",1994,559,peace,3,"""for their efforts to create peace in the Middle East"""
1994,558,Shimon,Peres,peace,3,"""for their efforts to create peace in the Middle East""",1994,558,peace,3,"""for their efforts to create peace in the Middle East"""
1994,711,John C.,Harsanyi,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1994,711,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
